company,time,revenue_m
T,2018,170756.0
T,2019,181193.0
T,2020,171760.0
T,2021,168864.0
T,2022,120741.0
T,2023,122428.0
T,2024,122336.0
T,2025,125648.0
TEAM,2021,2089.1
TEAM,2022,2802.9
TEAM,2023,3534.6
TEAM,2024,4358.6
TEAM,2025,5215.3
TEM,2022,320.7
TEM,2023,531.8
TEM,2024,693.4
TEM,2025,1271.8
TKO,2021,1031.9
TKO,2022,1140.1
TKO,2023,1675.0
TKO,2024,2804.3
TKO,2025,4735.2
TMUS,2008,2751.5
TMUS,2009,3480.5
TMUS,2010,4069.4
TMUS,2011,20618.0
TMUS,2012,19719.0
TMUS,2013,24420.0
TMUS,2014,29564.0
TMUS,2015,32053.0
TMUS,2016,37242.0
TMUS,2017,40604.0
TOL,2018,7143.3
TPG,2020,2114.8
TPG,2021,4976.4
TPG,2022,2002.9
TPG,2023,2389.9
TPG,2024,3500.1
TPG,2025,4670.2
TSLA,2009,111.9
TSLA,2010,116.7
TSLA,2011,204.2
TSLA,2012,413.3
TSLA,2013,2013.5
TSLA,2014,3198.4
TSLA,2015,4046.0
TSLA,2016,7000.1
TSLA,2017,11758.8
TSLA,2018,21461.3
TSLA,2019,24578.0
TSLA,2020,31536.0
TSLA,2021,53823.0
TSLA,2022,81462.0
TSLA,2023,96773.0
TSLA,2024,97690.0
TSLA,2025,94827.0
TSN,2016,36881.0
TSN,2017,38260.0
TSN,2018,40052.0
TSN,2019,42405.0
TSN,2020,43185.0
TSN,2021,47049.0
TSN,2022,53282.0
TSN,2023,52881.0
TSN,2024,53309.0
TSN,2025,54441.0
TTD,2016,202.9
TTD,2017,308.2
TTD,2018,477.3
TTD,2019,661.1
TTD,2020,836.0
TTD,2021,1196.5
TTD,2022,1577.8
TTD,2023,1946.1
TTD,2024,2444.8
TTD,2025,2896.3
TWLO,2014,88.8
TWLO,2015,166.9
TWLO,2016,277.3
TWLO,2017,399.0
UAA,2011,1325.8
UAA,2012,1650.4
UAA,2013,2082.5
UAA,2016,4833.3
UAA,2017,4989.2
UAA,2018,5193.2
UAA,2019,5267.1
UAA,2020,4474.7
UAA,2021,5683.5
UAA,2023,5903.6
UAA,2024,5701.9
UAA,2025,5164.3
UBER,2017,7932.0
UBER,2018,10433.0
UBER,2019,14147.0
UBER,2020,11139.0
UBER,2021,17455.0
UBER,2022,31877.0
UBER,2023,37281.0
UBER,2024,43978.0
UBER,2025,52017.0
UHAL,2010,2002.0
UHAL,2011,2241.3
UHAL,2012,2512.0
UHAL,2013,2558.6
UHAL,2014,2835.3
UHAL,2015,3074.5
UHAL,2016,3275.5
UHAL,2017,3421.8
UHAL,2018,3601.1
UHAL,2019,3768.7
UHAL,2020,3978.9
UHAL,2021,4542.0
UHAL,2022,5739.7
UHAL,2023,5864.7
UHAL,2024,5625.7
UHAL,2025,5828.7
UHS,2016,9766.2
UHS,2017,10409.9
UHS,2018,10772.3
UHS,2019,11378.3
UHS,2020,11558.9
UHS,2021,12642.1
UHS,2022,13399.4
UHS,2023,14282.0
UHS,2024,15827.9
UHS,2025,17364.8
UI,2012,84.3
UI,2013,80.6
UI,2014,136.6
UI,2016,666.4
UI,2017,865.3
UI,2018,1016.9
UI,2019,1161.7
UI,2020,1284.5
UI,2021,1898.1
UI,2022,1691.7
UI,2023,1940.5
UI,2024,1928.5
UI,2025,2573.5
URBN,2017,3545.8
URBN,2018,3616.0
URBN,2019,3950.6
URBN,2020,3983.8
URBN,2021,3449.7
URBN,2022,4548.8
URBN,2023,4795.2
URBN,2024,5153.2
URBN,2025,5550.7
UTHR,2008,281.5
UTHR,2009,358.9
UTHR,2010,603.8
UTHR,2011,743.2
UTHR,2012,916.1
UTHR,2013,1117.0
UTHR,2014,1288.5
UTHR,2015,1465.8
UTHR,2016,1598.8
UTHR,2017,1725.3
UTHR,2018,1627.8
UTHR,2019,1448.8
UTHR,2020,1483.3
UWMC,2019,1278.4
UWMC,2020,4938.6
UWMC,2021,2970.3
UWMC,2022,2372.6
UWMC,2023,1311.3
UWMC,2024,2163.7
UWMC,2025,3160.6
VEEV,2012,61.3
VEEV,2013,129.5
VEEV,2014,210.2
VEEV,2015,313.2
VEEV,2016,409.2
VEEV,2017,544.0
VEEV,2018,685.6
VEEV,2019,862.2
VEEV,2020,1104.1
VG,2023,7897.0
VG,2024,4972.0
VG,2025,13769.0
VICR,2023,405.1
VICR,2024,359.1
VICR,2025,452.7
VIRT,2013,664.5
VIRT,2014,723.1
VIRT,2015,796.2
VIRT,2016,702.3
VIRT,2017,1028.0
VIRT,2018,1878.7
VIRT,2019,1530.1
VIRT,2020,3239.3
VIRT,2021,2811.5
VIRT,2022,2364.8
VIRT,2023,2293.4
VIRT,2024,2876.9
VIRT,2025,3632.1
W,2012,601.0
W,2013,915.8
W,2014,1319.0
W,2015,2249.9
W,2016,3380.4
W,2017,4720.9
WBD,2016,6497.0
WBD,2017,6873.0
WBD,2018,10553.0
WDAY,2010,68.1
WDAY,2012,134.4
WDAY,2013,273.7
WDAY,2014,468.9
WDAY,2015,787.9
WDAY,2016,1162.3
WDAY,2017,1569.4
WDAY,2018,2143.1
WEN,2008,1822.8
WEN,2010,3580.8
WEN,2011,2375.4
WEN,2012,2505.2
WEN,2013,2487.4
WEN,2014,2061.1
WEN,2016,1870.3
WEN,2017,1223.4
WEN,2018,1589.9
WEN,2019,1709.0
WEN,2021,1733.8
WEN,2022,1897.0
WEN,2023,2181.6
WEN,2024,2246.5
WEN,2025,2176.9
WLK,2011,446.4
WLK,2012,319.9
WLK,2013,322.4
WLK,2014,147.9
WLK,2015,108.4
WLK,2016,191.1
WLK,2017,8041.0
WLK,2018,8635.0
WLK,2019,8118.0
WLK,2020,7504.0
WLK,2021,11778.0
WLK,2022,15794.0
WLK,2023,12548.0
WLK,2024,12142.0
WLK,2025,11170.0
WMT,2008,377023.0
WMT,2009,404374.0
WMT,2010,408085.0
WMT,2011,421849.0
WMT,2012,446950.0
WMT,2013,468651.0
WMT,2014,476294.0
WMT,2015,485651.0
WMT,2016,482130.0
WMT,2017,485873.0
WMT,2018,500343.0
WMT,2019,514405.0
WMT,2020,523964.0
WMT,2021,559151.0
WMT,2022,572754.0
WMT,2023,611289.0
WMT,2024,648125.0
WMT,2025,680985.0
WMT,2026,713163.0
WRB,2008,4708.8
WRB,2009,4431.2
WRB,2010,4724.1
WRB,2011,5156.0
WRB,2012,5823.6
WRB,2013,6408.5
WRB,2014,7128.9
WRB,2015,7206.5
WRB,2016,7654.2
WRB,2017,7684.8
WRB,2018,7691.7
WRB,2019,7902.2
WRB,2020,8098.9
WRB,2021,9455.5
WRB,2022,11166.5
WRB,2023,12142.9
WRB,2024,13638.8
WRB,2025,14707.9
WSO,2008,1700.2
WSO,2009,2001.8
WSO,2010,2844.6
WSO,2011,2977.8
WSO,2012,3431.7
WSO,2013,3743.3
WSO,2014,3944.5
WSO,2015,4113.2
WSO,2016,4220.7
WSO,2017,4342.0
WSO,2018,4546.7
WSO,2019,4770.4
WSO,2020,5054.9
WSO,2021,6280.2
WSO,2022,7274.3
WSO,2023,7283.8
WSO,2024,7618.3
WSO,2025,7239.3
WT,2009,22.1
WT,2010,41.6
WT,2011,65.2
WT,2012,84.8
WT,2013,149.5
WT,2014,183.8
WT,2015,298.9
WT,2016,219.4
WT,2017,237.4
WT,2018,274.1
WT,2021,304.3
WT,2022,301.3
WT,2023,349.0
WT,2024,427.7
WT,2025,493.8
WYNN,2008,2987.3
WYNN,2009,3045.6
WYNN,2010,4184.7
WYNN,2016,4345.8
WYNN,2017,6070.2
WYNN,2018,6717.7
XOM,2009,301500.0
XOM,2010,370125.0
XOM,2011,467029.0
XOM,2012,453123.0
XOM,2013,420836.0
XOM,2014,394105.0
XOM,2015,259488.0
XOM,2016,218608.0
XOM,2017,237162.0
XOM,2018,279332.0
XOM,2019,264938.0
XOM,2020,181502.0
XOM,2021,285640.0
XOM,2022,413680.0
XOM,2023,344582.0
XOM,2024,349585.0
XOM,2025,332238.0
XYZ,2016,1708.7
XYZ,2017,2214.3
XYZ,2018,3298.2
XYZ,2019,4713.5
XYZ,2020,9497.6
XYZ,2021,17661.2
XYZ,2022,17531.6
XYZ,2023,21915.6
XYZ,2024,24121.1
XYZ,2025,24193.7
YOU,2019,192.3
YOU,2020,230.8
YOU,2021,254.0
YOU,2022,437.4
YOU,2023,613.6
YOU,2024,770.5
YOU,2025,900.8
ZM,2018,151.5
ZM,2019,330.5
ZM,2020,622.7
ZM,2021,2651.4
ZM,2022,4099.9
ZM,2023,4393.0
ZM,2024,4527.2
ZM,2025,4665.4
ZM,2026,4868.8
ZS,2016,80.3
ZS,2017,125.7
ZS,2018,190.2
ZS,2019,302.8
ZS,2020,431.3
ZS,2021,673.1
ZS,2022,1090.9
ZS,2023,1617.0
ZS,2024,2167.8
ZS,2025,2673.1
