person,name,last_name,chinese_name,gender,birth_year,country,industry,company,source,title,ticker,equity_stake_pct,voting_control_pct,total_comp_m,base_salary_k,stock_awards_m
george_bishop,George Bishop,Bishop,乔治·毕晓普,Male,1938,usa,Energy,GeoSouthern Energy,Oil & gas,,,,,,,
george_christ,George Christ,Christ,,Male,1955,usa,Technology,,Technology,,,,,,,
george_hearst,"George Hearst, Jr.",Hearst,,Male,1930,usa,Media,,Hearst Corp,,,,,,,
george_joseph,George Joseph,Joseph,乔治·约瑟夫,Male,1922,usa,Finance & Investments,Mercury General,Insurance,,MCY,35.3,,3.6,1317.802,0.91
george_kaiser,George Kaiser,Kaiser,乔治·凯泽,Male,1943,usa,Energy,BOK Financial,"Oil & gas, banking","Chairman, BOK Financial",BOKF,,,,,
george_kurtz,George Kurtz,Kurtz,George Kurtz,Male,1971,usa,Technology,CrowdStrike,Security software,,CRWD,,,35.2,1000.0,31.85
george_lindemann,George Lindemann,Lindemann,,Male,1938,usa,Finance and Investments,Southern Union,investments,,,,,,,
george_lucas,George Lucas,Lucas,乔治·卢卡斯,Male,1944,usa,Media & Entertainment,Lucasfilm,Star Wars,,JPM,,,,,
george_marcus,George Marcus,Marcus,George M Marcus,Male,1942,usa,Real Estate,Marcus & Millichap,Real estate,,ESS,,,,,
george_mitchell,George Mitchell,Mitchell,,Male,1922,usa,Energy,,oil & gas,,,,,,,
george_pedersen,George Pedersen,Pedersen,George J. Pedersen,Male,1938,usa,Manufacturing,ManTech International,Defense contractor,,,,,,,
george_roberts,George Roberts,Roberts,乔治·罗伯茨,Male,1944,usa,Finance & Investments,KKR,Private equity,,KKR,,,,,
george_sakellaris,George Sakellaris,Sakellaris,,Male,1949,usa,Energy,,Energy services,,,,,,,
george_soros,George Soros,Soros,乔治·索罗斯,Male,1931,usa,Finance & Investments,Soros Fund Management,Hedge funds,"Founder, Soros Fund Management LLC",ERIE,,,,,
george_steinbrenner,George Steinbrenner III,Steinbrenner,,Male,1933,usa,Sports,,New York Yankees,,,,,,,
george_yancopoulos,George Yancopoulos,Yancopoulos,George D Yancopoulos,Male,1960,usa,Healthcare,Regeneron,Pharmaceuticals,,REGN,,,6.8,1941.1,
gerald_ford,Gerald Ford,Ford,杰拉尔德·J·福特,Male,1945,usa,Finance & Investments,Ford Financial Fund,Banking,"Managing Member, Ford Financial Fund",,,,,,
glen_taylor,Glen Taylor,Taylor,格伦·泰勒,Male,1941,usa,Service,Taylor,Printing,,,,,,,
glenn_dubin,Glenn Dubin,Dubin,格伦·杜宾,Male,1957,usa,Finance & Investments,Investments,Hedge funds,,,,,,,
glenn_gordon,Glenn Gordon,,Glenn Gordon,Male,,usa,Consumer Goods,William Grant,,,,,,,,
glenn_sanford,Glenn Sanford,Sanford,,Male,1969,usa,Real Estate,,real estate brokerage,,,,,,,
gordon_getty,Gordon Getty,Getty,戈登·盖蒂,Male,1934,usa,Energy,Getty Oil,Getty Oil,"President and Chairman, Ann & Gordon Getty Foundation",PLTR,,,,,
gordon_moore,Gordon Moore,Moore,戈登·摩尔,Male,1931,usa,Technology,Intel,Intel,"Cofounder and Chairman Emeritus, Intel Corp.",,,,,,
graham_weston,Graham Weston,Weston,,Male,1966,usa,Technology,,web hosting,,,,,,,
greg_jensen,Greg Jensen,,Greg Jensen,Male,1974,usa,Financial Services,Bridgewater Associates,,,,,,,,
greg_love,Greg Love,,Greg Love,Male,,usa,Retail,Love's Travel Stops & Country Stores,,,CRM,,,,,
greg_mondre,Greg Mondre,Mondre,Greg Mondre,Male,1974,usa,Finance & Investments,Silver Lake,Private equity,,FSLR,,,,,
gregg_hymowitz,Gregg Hymowitz,Hymowitz,Gregg Hymowitz,Male,1966,usa,Finance & Investments,EnTrust Global,Asset management,,,,,,,
gregory_baszucki,Gregory Baszucki,,Gregory Baszucki,Male,,usa,Gaming,Roblox Corporation,,,,,,,,
gt_dave,GT Dave,Dave,GT Dave,Male,1979,usa,Food & Beverage,GT's Living Foods,kombucha,,,,,,,
gwendolyn_sontheim_meyer,Gwendolyn Sontheim Meyer,Meyer,格温多琳·桑西姆·迈耶,Female,1962,usa,Food & Beverage,Cargill,Cargill,,,,,,,
gwynne_shotwell,Gwynne Shotwell,Shotwell,,Female,1964,usa,Technology,,SpaceX,"President & COO, SpaceX",TOL,,,,,
h_lawrence_culp_jr,H. Lawrence Culp Jr,,H. Lawrence Culp Jr,Male,1962,usa,Aerospace & Defence,General Electric Company,,,,,,,,
h_ross_perot_sr,"H. Ross Perot, Sr.",Perot,老H·罗斯·佩罗,Male,1933,usa,Diversified,Perot System,"computer services, real estate",,,,,,,
h_wayne_huizenga,H. Wayne Huizenga,Huizenga,,Male,1940,usa,Finance & Investments,Swisher Hygiene,investments,,,,,,,
haim_saban,Haim Saban,Saban,Haim Saban,Male,1945,usa,Media & Entertainment,Investments,"TV network, investments",,,,,,,
hal_steinbrenner,Hal Steinbrenner,Steinbrenner,哈尔·斯坦布伦纳,Male,1969,usa,Sports,New York Yankees,Sports,,,,,,,
hamilton_e_james,Hamilton James,James,Hamilton E. James,Male,1952,usa,Finance & Investments,Blackstone Group,Investments,,BX,,,,,
hank_doug_meijer,Hank & Doug Meijer,Meijer,,Male,,usa,Fashion & Retail,,supermarkets,,,,,,,
hank_meijer,Hank Meijer,Meijer,汉克·迈耶,Male,1952,usa,Fashion & Retail,Meijer Supermarket,Supermarkets,,,,,,,
harold_hamm,Harold Hamm,Hamm,哈罗德·哈姆,Male,1946,usa,Energy,Continental Resources,Oil & gas,"Chairman and CEO, Continental Resources Inc.",,,,,,
harold_simmons,Harold Simmons,Simmons,,Male,1934,usa,Investments,,investments,"Chairman, Valhi Inc.",,,,,,
harry_stine,Harry Stine & Family,Stine & Family,哈里·史汀,Male,1942,usa,Food & Beverage,Stine Seeds,Agriculture,,,,,,,
hartley_rogers,Hartley Rogers,Rogers,Hartley Rogers,Male,1960,usa,Finance & Investments,Hamilton Lane,asset management,,HLNE,,,,,
harvey_jones,Harvey Jones,Jones,Harvey Jones,Male,1953,usa,Technology,Nvidia,Nvidia,,NVDA,,,,,
hayes_barnard,Hayes Barnard,Barnard,Hayes Barnard,Male,1972,usa,Finance & Investments,GooLeap,Fintech,,,,,,,
helen_johnson_leipold,Helen Johnson-Leipold,Johnson-Leipold,海伦·约翰逊·莱波特,Female,1957,usa,Manufacturing,SC Johnson & Sons,Cleaning products,,JOUT,17.4,,2.77,924.419,1.15
henrik_fisker,Henrik Fisker,Fisker,Henrik Fisker,Male,1966,usa,Automotive,Fisker ,electric cars,,,,,,,
henry_davis,Henry Davis,Davis,Henry Davis,Male,1951,usa,Food & Beverage,Greater Omaha Packing,Beef processing,,,,,,,
henry_engelhardt,Henry Engelhardt,Engelhardt,亨利·恩格哈特,Male,1958,usa,Finance & Investments,Admiral Group,Insurance,"Chief Executive Officer, Admiral Group",,,,,,
henry_hillman,Henry Hillman,Hillman,,Male,1921,usa,Finance and Investments,Hilman,investments,,,,,,,
henry_kravis,Henry Kravis,Kravis,亨利·克拉维斯,Male,1944,usa,Finance & Investments,KKR,Private equity,"Co-Chair and Co-CEO, KKR",KKR,,,,,
henry_laufer,Henry Laufer,Laufer,Henry Laufer,Male,1946,usa,Finance & Investments,Renaissance Technologies,Hedge funds,,,,,,,
henry_nicholas_iii,"Henry Nicholas, III.",Nicholas,亨利·尼古拉斯三世,Male,1960,usa,Technology,Broadcom,Semiconductors,"Cofounder, Broadcom",AVGO,,,,,
henry_samueli,Henry Samueli,Samueli,亨利·萨缪里,Male,1955,usa,Technology,Broadcom,Semiconductors,"Cofounder, Chief Technology Officer and Chairman, Broadcom",AVGO,,,,,
henry_schuck,Henry Schuck,,Henry Schuck,Male,1984,usa,Software & Services,Zoominfo Technologies,,,,,,,,
henry_swieca,Henry Swieca,Swieca,亨利·斯威卡,Male,1957,usa,Finance & Investments,Investments,Hedge funds,"Founder, Talpion Fund Management",ASTS,,,,,
herald_chen,Herald Chen,Chen,,Male,1970,usa,Technology,,"Marketing software, mobile games",,APP,,,,,
herb_chambers,Herb Chambers,Chambers,赫比·尚贝尔,Male,1942,usa,Automotive,Herb Chambers Companies,Car dealerships,,,,,,,
herbert_allen_jr,"Herbert Allen, Jr.",Allen,小赫伯特·艾伦,Male,1940,usa,Finance & Investments,Allen & Co,Investment banking,,KO,,,,,
herbert_fisk_johnson_iii,H. Fisk Johnson,Johnson,赫伯特·菲斯克·约翰逊三世,Male,1958,usa,Manufacturing,SC Johnson & Sons,Cleaning products,,JOUT,,,,,
herbert_kohler_jr,"Herbert Kohler, Jr.",Kohler,小赫伯特·科勒,Male,1941,usa,Manufacturing,Kohler,plumbing fixtures,"Executive chairman, Kohler Co.",,,,,,
herbert_louis,Herbert Louis,Louis,,Male,1930,usa,Manufacturing,,cleaning products,,,,,,,
herbert_simon,Herb Simon,Simon,赫伯特·西蒙,Male,1935,usa,Real Estate,Simon Property,Real estate,,SPG,,,,,
herbert_wertheim,Herbert Wertheim,Wertheim,赫伯特·韦特海默,Male,1939,usa,Finance & Investments,Investments,Investments,,GOOGL,,,,,
herriot_tabuteau,Herriot Tabuteau,Tabuteau,,Male,1968,usa,Healthcare,,Healthcare,,AXSM,17.7,,10.36,780.0,2.83
hock_e_tan,Hock E. Tan,,Hock E. Tan,Male,1952,usa,Semiconductors,Broadcom,,,,,,,,
holden_spaht,Holden Spaht,Spaht,Holden Spaht,Male,1974,usa,Finance & Investments,Thoma Bravo,Private equity,,EL,,,,,
hong_hao,Hao Hong,Hao,洪浩,Male,1956,usa,Healthcare,Casymchen,Pharmaceuticals,,,,,,,
hope_hill_van_beuren,Hope Hill van Beuren,van Beuren,,Female,1936,usa,Food and Beverage,,Campbell Soup,,,,,,,
howard_butt_iii,"Howard Butt, III.",Butt,,Male,1952,usa,Fashion & Retail,,Supermarkets,,,,,,,
howard_jenkins,Howard Jenkins,Jenkins,,Male,1953,usa,Fashion & Retail,Publix,Publix,,,,,,,
howard_lutnick,Howard Lutnick,Lutnick,,Male,1961,usa,Finance & Investments,,Finance,,BGC,,,15.0,1000.0,
howard_marks,Howard Marks,Marks,Howard Marks,Male,1946,usa,Finance & Investments,Oaktree Capital,Private equity,"Chairman, Oaktree Capital Group LLC",,,,,,
howard_schultz,Howard Schultz,Schultz,霍华德·舒尔茨,Male,1953,usa,Food & Beverage,Starbucks,Starbucks,,SBUX,,,,,
hyot_r_barnett,Hyot R Barnett,,卡罗尔·詹金斯·巴内特,Female,,usa,Multi-Brand Retail,Publix,,,,,,,,
igor_khandros,Igor Khandros,,Igor Khandros,Male,1956,usa,Healthcare,Berkeley Lights ,,,,,,,,
igor_olenicoff,Igor Olenicoff,Olenicoff,伊戈尔·奥莱尼科夫,Male,1943,usa,Real Estate,Olen Properties,Real estate,,,,,,,
igor_tulchinsky,Igor Tulchinsky,Tulchinsky,,Male,1967,usa,Finance & Investments,,Hedge funds,,,,,,,
imogene_powers_johnson,Imogene Powers Johnson,Johnson,,Female,1933,usa,Manufacturing,Sc Johnson & Sons,cleaning products,,,,,,,
ingrid_flick,Ingrid Flick,,英格丽德·弗里克,Female,,usa,Automobile & Auto Components,Daimler,,,,,,,,
ingrid_wu,Ingrid Wu,Wu,,Female,,usa,Manufacturing,,Manufacturing,,,,,,,
ira_ehrenpreis,Ira Ehrenpreis,,Ira Ehrenpreis,Male,1970,usa,E-Cars,Tesla,,,,,,,,
ira_rennert,Ira Rennert,Rennert,艾拉·伦纳特,Male,1934,usa,Finance & Investments,Renco,Investments,,,,,,,
irving_grousbeck,Irving Grousbeck,Grousbeck,Irving Grousbeck,Male,1934,usa,Sports,Boston Celtics (NBA Team),"Telecommunication, sports",,,,,,,
irwin_jacobs,Irwin Jacobs,Jacobs,欧文·雅各布斯,Male,1936,usa,Technology,Qualcomm,semiconductors,"Cofounder, Qualcomm",,,,,,
isaac_larian,Isaac Larian,Larian,艾萨克·拉里安,Male,1956,usa,Manufacturing,MGA Entertainment,toys,,,,,,,
israel_englander,Israel Englander,Englander,伊斯雷尔·英格兰德,Male,1949,usa,Finance & Investments,Millennium Management,Hedge funds,"Founder, Millennium Management, L.L.C.",,,,,,
issac_perlmutter,Isaac Perlmutter,Perlmutter,伊萨克·珀尔穆特,Male,1943,usa,Media & Entertainment,Marvel Entertainment,Marvel comics,"Chairman, Marvel Entertainment",,,,,,
itzhak_ezratti,Itzhak Ezratti,Ezratti,Itzhak Ezratti,Male,1953,usa,Real Estate,GL Homes,Homebuilding,,CRGY,,,,,
j_christopher_flowers,J. Christopher Flowers,Flowers,J.克里斯托弗·弗劳斯,Male,1958,usa,Finance & Investments,J.C. Flowers,Investments,"Founder and Managing Director, J.C. Flowers & Co. LLC",ECPG,,,,,
j_frederic_kerrest,J Frederic Kerrest,,J Frederic Kerrest,Male,,usa,Cloud Solutions,Okta,,,,,,,,
j_hyatt_brown,J. Hyatt Brown,Brown,J·亚特·布朗,Male,1937,usa,Finance & Investments,Brown & Brown,Insurance,,BRO,,,11.68,1240.385,2.95
j_joe_ricketts,J. Joe Ricketts,Ricketts,乔·里基茨,Male,1941,usa,Finance & Investments,TD Ameritrade,TD Ameritrade,,SCHW,,,,,
j_tomilson_hill,J. Tomilson Hill,Hill,托米尔森·希尔,Male,1948,usa,Finance & Investments,Blackstone Group,Investments,,BX,,,,,
jack_clark,Jack Clark,Clark,,Male,,usa,Technology,,Artificial intelligence,,,,,,,
jack_cogen,Jack Cogen,Cogen,,Male,1956,usa,Technology,,Technology,,CRWV,,,,,
jack_dangermond,Jack Dangermond,Dangermond,杰克·丹格蒙德,Male,1945,usa,Technology,ESRI,Mapping software,,,,,,,
jack_dorsey,Jack Dorsey,Dorsey,杰克·多西,Male,1977,usa,Technology,Square,"Twitter, Square","Cofounder, Twitter",XYZ,,,0.0,0.003,
jack_schuler,Jack Schuler,Schuler,,Male,1943,usa,Healthcare,,pharmaceuticals,,,,,,,
jack_taylor,Jack Taylor,Taylor,,Male,1925,usa,Service,Enterprise Rent A Car,Enterprise Rent-A-Car,"Founder, Enterprise Rent-A-Car",,,,,,
jacqueline_mars,Jacqueline Mars,Mars,杰奎琳·马尔斯,Female,1940,usa,Food & Beverage,Mars,"Candy, pet food",,,,,,,
jahm_najafi,Jahm Najafi,Najafi,Jahm Najafi,Male,1963,usa,Finance & Investments,Najafi Companies,Investments,,,,,,,
james_cabela,James Cabela,,詹姆斯·卡贝拉,Male,,usa,Retail,Cabela,,,,,,,,
james_cargill_ii,"James Cargill, II.",Cargill,詹姆斯·嘉吉二世,Male,1949,usa,Food & Beverage,Cargill,Cargill,,,,,,,
james_chambers,James Chambers,Chambers,詹姆斯·钱伯斯,Male,1957,usa,Media & Entertainment,Cox Enterprises,"Media, automotive",,WRB,,,,,
james_chao,James Chao,Chao,赵元修,Male,1948,usa,Manufacturing,Westlake Corporation,"Chemicals, building products",,WLK,,,,,
james_clark,James Clark,Clark,詹姆斯·克拉克,Male,1944,usa,Technology,Netscape,"Netscape, investments","Cofounder, Netscape Communications Corporation",GOOGL,,,,,
james_crown,James Crown,,詹姆斯·克朗,Male,1953,usa,Aerospace,General Dynamics,,,,,,,,
james_d_slavik,James D Slavik,,詹姆斯·斯拉维克,Male,,usa,Investments,Investments,,,,,,,,
james_d_slavik_2,James D Slavik,,James D Slavik,Male,1944,usa,Industrial Products,WW Grainger,,,,,,,,
james_dinan,James Dinan,Dinan,詹姆斯·迪南,Male,1959,usa,Finance & Investments,York Capital Management,Hedge funds,"Founder, York Capital Management",,,,,,
james_duff,James Duff,Duff,James Duff,Male,1961,usa,Diversified,Duff Capital,"Tires, diversified",,,,,,,
james_france,James France,France,詹姆斯·法兰西,Male,1945,usa,Sports,Nascar Team,"Nascar, racing",,,,,,,
james_goodnight,James Goodnight,Goodnight,詹姆斯·古德奈特,Male,1943,usa,Technology,SAS Institute,Software,"CEO, SAS Institute",,,,,,
james_irsay,James Irsay,Irsay,詹姆斯·欧赛,Male,1959,usa,Sports,Indianapolis Colts,Indianapolis Colts,"CEO, Indianapolis Colts",,,,,,
james_j_kavanaugh,James J Kavanaugh,,James J Kavanaugh,Male,1968,usa,Software & Services,IBM ,,,,,,,,
james_jannard,James Jannard,Jannard,詹姆士·詹纳德,Male,1949,usa,Fashion & Retail,Oakley,Sunglasses,,,,,,,
james_kim,James Kim,Kim,,Male,1938,usa,Technology,,microchips,,,,,,,
james_leininger,James Leininger,Leininger,詹姆斯·莱宁格,Male,1945,usa,Healthcare,Kinetic Concepts,Medical products,,,,,,,
james_leprino,James Leprino,Leprino,詹姆斯·莱皮诺,Male,1938,usa,Food & Beverage,Leprino Foods,Cheese,"Chairman, Leprino Foods",,,,,,
james_monsees,James Monsees,Monsees,,Male,1982,usa,Manufacturing,,e-cigarettes,"Chief Product Officer, Juul Labs",,,,,,
james_scapa,James Scapa,Scapa,James Scapa,Male,1957,usa,Technology,Altair Engineering,Software,,,,,,,
james_shoen,James Shoen,,詹姆斯·肖恩,Male,,usa,Transportation & Logistics,Amerco,,,,,,,,
james_simons,Jim Simons,Simons,詹姆斯·西蒙斯,Male,1938,usa,Finance & Investments,Renaissance Technologies,Hedge funds,"Founder, Renaissance Technologies Corp.",,,,,,
james_tisch,James Tisch,Tisch,James Tisch,Male,1953,usa,Diversified,Loews Corporation,Loews,,CNA,,,,,
james_truchard,James Truchard,Truchard,James Truchard,Male,1943,usa,Technology,Investments,software,,,,,,,
jami_gertz,Jami Gertz,,Jami Gertz,Female,1966,usa,Media & Entertainment,Atlanta Hawks,,,,,,,,
jamie_dimon,Jamie Dimon,Dimon,杰米·戴蒙,Male,1956,usa,Finance & Investments,JPMorgan Chase,Banking,"CEO, JPMorgan Chase & Co.",JPM,,,37.68,1500.0,29.5
jan_koum,Jan Koum,Koum,简·库姆,Male,1976,usa,Technology,Facebook,WhatsApp,"CEO, cofounder, WhatsApp Inc.",META,,,,,
jane_goldman,Jane Goldman,Goldman,Jane Goldman,Female,1956,usa,Real Estate,Solil Management,Real estate,,,,,,,
jane_lauder,Jane Lauder,Lauder,简·劳德,Female,1973,usa,Fashion & Retail,Estee Lauder,Estée Lauder,,EB,,,,,
janice_mcnair,Janice McNair,McNair,Janice McNair,Female,1937,usa,Sports,Houston Texans,"Energy, sports",,,,,,,
jared_isaacman,Jared Isaacman,Isaacman,Jared Isaacman,Male,1983,usa,Technology,Shift4 Payments,Payment processing,,FOUR,,,9.47,50.0,9.05
jared_kaplan,Jared Kaplan,Kaplan,,Male,1984,usa,Technology,,Artificial intelligence,,PANW,,,,,
jared_smith,Jared Smith,Smith,Jared Smith,Male,1975,usa,Technology,Qualtrics,Cloud computing,,,,,,,
jason_gardner,Jason Gardner,,Jason Gardner,Male,,usa,Payment Solutions,Marqeta,,,,,,,,
jason_murray,Jason Murray,Murray,,Male,1979,usa,Healthcare,,Nursing facilities,,PACS,,,5.04,1673.077,
jay_c_hoag,Jay C Hoag,,杰伊·霍格,Male,,usa,Media Services,Netflix,,,,,,,,
jay_chaudhry,Jay Chaudhry,Chaudhry,Jay Chaudhry,Male,1960,usa,Technology,Zscaler,Security software,,ZS,16.8,,0.03,23.66,
jay_kreps,Jay Kreps,,Jay Kreps,Male,,usa,Software & Services,Confluent,,,,,,,,
jay_paul,Jay Paul,Paul,Jay Paul,Male,1947,usa,Real Estate,Jay Paul Co,Real estate,,,,,,,
jay_robert_pritzker,J.B. Pritzker,Pritzker,J.B Pritzker,Male,1965,usa,Finance & Investments,Hyatt,"Hotels, investments",,ET,,,,,
jay_z,Jay-Z,Jay-Z,Jay Z,Male,1970,usa,Media & Entertainment,Music,Music,,,,,,,
jayshree_ullal,Jayshree Ullal,Ullal,杰什里·乌拉尔,Female,1961,usa,Technology,Arista Networks,Computer networking,"CEO, Arista",ANET,2.99,,8.95,300.0,6.86
jb_straubel,JB Straubel,Straubel,,Male,1976,usa,Automotive,,Tesla,,QS,,,,,
jean_gigi_pritzker,Jean (Gigi) Pritzker,Pritzker,吉吉·普利兹克,Female,1962,usa,Service,Hyatt,"Hotels, investments",,BYND,,,,,
jean_marc_chapus,Jean-Marc Chapus,Chapus,,Male,1959,usa,Finance & Investments,,Finance,,KKR,,,,,
jed_mccaleb,Jed McCaleb,McCaleb,Jed McCaleb,Male,1975,usa,Finance & Investments,Ripple,Cryptocurrency,,,,,,,
jeff_bezos,Jeff Bezos,Bezos,杰夫·贝佐斯,Male,1964,usa,Technology,Amazon,Amazon,"Chairman and Founder, Amazon",AMZN,,,1.68,81.84,
jeff_greene,Jeff Greene,Greene,杰夫·格林,Male,1955,usa,Real Estate,Investments,"Real estate, investments",,MSTR,,,,,
jeff_lawson,Jeff Lawson,Lawson,Jeff Lawson,Male,1980,usa,Technology,Twilio,software,,TWLO,,,9.43,2.443,
jeff_rothschild,Jeff Rothschild,Rothschild,杰夫·罗斯柴尔德,Male,1955,usa,Technology,Facebook,Facebook,"Advisor, Meta Platforms",META,,,,,
jeff_skoll,Jeff Skoll,Skoll,杰弗里·斯科尔,Male,1965,usa,Technology,Capricon Investment,EBay,,EBAY,,,,,
jeff_sprecher,Jeff Sprecher,Sprecher,Jeffrey C Sprecher,Male,1955,usa,Finance & Investments,Intercontinental Exchange,stock exchanges,,ICE,,,19.52,1250.0,11.9
jeff_sutton,Jeff Sutton,Sutton,,Male,1960,usa,Real Estate,,Real estate,,,,,,,
jeff_t_green,Jeff T. Green,Green,Jeff Green,Male,1977,usa,Media & Entertainment,The Trade Desk,Digital advertising,,TTD,,,,,
jeff_tangney,Jeff Tangney,Tangney,Jeffrey Tangney,Male,1973,usa,Healthcare,Doximity,Healthcare IT,"CEO, Doximity",DOCS,,,1.2,600.0,15.43
jeff_yass,Jeff Yass,Yass,杰夫·亚斯,Male,1958,usa,Finance & Investments,"Susquehanna International Group,","Trading, investments",,,,,,,
jeffrey_gundlach,Jeffrey Gundlach,Gundlach,杰弗里·冈德拉赫,Male,1959,usa,Finance & Investments,DoubleLine Capital,Investments,"CEO, DoubleLine Capital",,,,,,
jeffrey_hildebrand,Jeffery Hildebrand,Hildebrand,Jeffery Hildebrand,Male,1959,usa,Energy,Hillcorp Energy,Oil & gas,,,,,,,
jeffrey_lorberbaum,Jeffrey Lorberbaum,Lorberbaum,杰弗里·洛伯鲍姆,Male,1955,usa,Manufacturing,Mohawk Industries,Flooring,,MHK,16.1,,4.78,1429.764,
jeffrey_lurie,Jeffrey Lurie,Lurie,杰弗里·卢里,Male,1952,usa,Sports,Philadelphia Eagles,Philadelphia Eagles,,,,,,,
jeffrey_michael,Jeffrey Michael,Michael,Jeffrey Michael,Male,1956,usa,Technology,Corvel Corporation,Data management,,CRVL,,,1.19,651.442,
jeffrey_soffer,Jeffrey Soffer,Soffer,,Male,1968,usa,Real Estate,,Real estate,,,,,,,
jeffrey_talpins,Jeffrey Talpins,Talpins,Jeffrey Talpins,Male,1975,usa,Finance & Investments,Element Capital,Hedge fund,"Founder, Element Capital Management",,,,,,
jennifer_pritzker,Jennifer Pritzker,Pritzker,珍妮弗·普利兹克,Female,1951,usa,Finance & Investments,Hyatt,"Hotels, investments","CEO, Tawani Enterprises",H,1.8,22.7,6.87,655.444,
jennifer_steinbrenner_swindal,Jennifer Steinbrenner Swindal,Steinbrenner Swindal,,Female,1959,usa,Sports,,Sports,,,,,,,
jenny_just,Jenny Just,Just,,Female,1970,usa,Finance & Investments,,fintech,,,,,,,
jenny_love,Jenny Love,,Jenny Love,Female,,usa,Retail,Love's Travel Stops & Country Stores,,,,,,,,
jensen_huang,Jensen Huang,Huang,黄仁勋,Male,1963,usa,Technology,Nvidia,Semiconductors,"CEO & President, NVIDIA",NVDA,3.77,,49.87,1486.199,38.81
jeremy_jacobs_sr,"Jeremy Jacobs, Sr.",Jacobs,杰里米·雅各布斯,Male,1940,usa,Service,Delaware North,Food service,,,,,,,
jerrold_perenchio,A. Jerrold Perenchio,Perenchio,,Male,1933,usa,Media & Entertainment,Chartwell Leisure,"television, Univision","Founder & Owner, Chartwell Leisure",,,,,,
jerry_jones,Jerry Jones,Jones,杰里·琼斯,Male,1943,usa,Sports,Dallas Cowboys,Dallas Cowboys,"President and General Manager, Dallas Cowboys",CRK,,,,,
jerry_moyes,Jerry Moyes,Moyes,Jerry Moyes,Male,1944,usa,Logistics,Knight-Swift Transportation,Transportation,,KNX,,,,,
jerry_reinsdorf,Jerry Reinsdorf,Reinsdorf,Jerry Reinsdorf,Male,1936,usa,Sports,Chicago Bulls,Sports teams,,,,,,,
jerry_seinfield,Jerry Seinfeld,Seinfeld,Jerry Seinfield,Male,1954,usa,Media & Entertainment,Movies,Comedy,,,,,,,
jerry_speyer,Jerry Speyer,Speyer,杰里·斯派尔,Male,1940,usa,Real Estate,Tishman Speyer,Real estate,,,,,,,
jerry_yang,Jerry Yang,Yang,杨致远,Male,1969,usa,Technology,Yahoo,Yahoo,"Cofounder, Yahoo!",BABA,,,,,
jess_jackson,Jess Jackson,Jackson,,Male,1932,usa,Service,,Jackson Family Wines,,,,,,,
jessica_steinbrenner,Jessica Steinbrenner,Steinbrenner,,Female,1964,usa,Sports,,Sports,,GS,,,,,
jill_foss_watson,Jill Foss Watson,,吉尔·福斯·沃森,Female,1968,usa,Financial Services,Credit Acceptance,,,,,,,,
jim_breyer,Jim Breyer,Breyer,吉姆·布雷耶,Male,1961,usa,Finance & Investments,Investments,Venture capital,"Founder, CEO, Breyer Capital",BX,,,,,
jim_coulter,Jim Coulter,Coulter,詹姆斯·库尔特,Male,1960,usa,Finance & Investments,TPG,Private equity,,TPG,,,47.05,500.0,32.28
jim_crane,Jim Crane,Crane,Jim Crane,Male,1954,usa,Sports,Crane Worldwide Logistics,"Logistics, baseball",,,,,,,
jim_davis,Jim Davis,Davis,,Male,1943,usa,Manufacturing,New Balance,New Balance,"Chairman, New Balance",,,,,,
jim_davis_2,Jim Davis,Davis,吉姆·戴维斯,Male,1960,usa,Service,Allegis,Staffing & recruiting,,,,,,,
jim_justice,"Jim Justice, II.",Justice,,Male,1953,usa,Energy,,coal,,,,,,,
jim_kavanaugh,Jim Kavanaugh,Kavanaugh,Jim Kavanaugh,Male,1963,usa,Technology,World Wide Technology,IT provider,,ET,,,,,
jim_kennedy,Jim Kennedy,Kennedy,吉姆·肯尼迪,Male,1948,usa,Media & Entertainment,Cox Enterprises,"Media, automotive","Chairman Emeritus, Cox Enterprises",,,,,,
jim_koch,Jim Koch,Koch,詹姆斯·科赫,Male,1949,usa,Food & Beverage,Boston Beer,Beer,,SAM,,,,,
jim_mckelvey,Jim McKelvey,McKelvey,Jim McKelvey,Male,1966,usa,Technology,Block Inc,Mobile payments,,XYZ,,,,,
jim_walton,Jim Walton,Walton,吉姆·沃尔顿,Male,1948,usa,Fashion & Retail,Walmart,Walmart,"Chairman, Arvest Bank Group, Inc.",WMT,,,,,
jimmy_buffett,Jimmy Buffett,Buffett,,Male,1949,usa,Media & Entertainment,,"Entertainment, Margaritaville",,,,,,,
jimmy_haslam,Jimmy Haslam,Haslam,吉米·哈斯兰,Male,1954,usa,Fashion & Retail,Pilot Flying J,"Gas stations, retail",,,,,,,
jimmy_john_liautaud,Jimmy John Liautaud,Liautaud,吉米·约翰·利奥陶,Male,1964,usa,Food & Beverage,Jimmy John's,Sandwich chain,,,,,,,
jimmy_rane,Jimmy Rane,Rane,Jimmy Rane,Male,1947,usa,Manufacturing,Great Southern Wood Preserving,Lumber,,PRM,,,,,
jin_sook_chang,Jin Sook Chang,,张金淑,Female,,usa,Single Brand Retailing,Forever 21,,,,,,,,
jin_sook_do_won_chang,Do Won & Jin Sook Chang,Chang,,,1958,usa,Fashion & Retail,Forever 21,fashion retail,,,,,,,
jo_ann_taylor,Jo Ann Taylor,,Jo Ann Taylor,Female,,usa,Transportation & Logistics,Enterprise Holdings,,,,,,,,
