person,name,last_name,age,birth_year,gender,country,source,industry,title,image_uri,latest_year
weijian_shan,Weijian Shan,Shan,71.0,1954.0,Male,Hong Kong,Private equity,Finance & Investments,,no-pic,2025
weili_dai,Weili Dai,Dai,63.0,1962.0,Female,United States,Semiconductors,Technology,"Cofounder-President, Marvell Technology Group Ltd.",,2025
weimin_du,Weimin Du,Du,59.0,1966.0,Male,China,Vaccines,Healthcare,,no-pic,2023
wen_jianping,Wen Jianping,Wen,61.0,1964.0,Male,China,sewage treatment,Service,,,2018
wen_pengcheng,Wen Pengcheng,Wen,62.0,1963.0,Male,China,Agribusiness,Food & Beverage,,no-pic,2024
wen_yibo,Wen Yibo,Wen,57.0,1968.0,Male,China,wastewater treatment,Service,,,2021
wen_yilong,Wen Yilong,Wen,34.0,1991.0,Male,China,e-cigarettes,Manufacturing,,no-pic,2021
wenaas_lars,Wenaas Lars,Lars,74.0,1951.0,Male,Norway,hotels,Service,,no-pic,2025
wenbiao_wang,Wenbiao Wang,Wang,66.0,1959.0,Male,China,"natural gas, fertilizers",Manufacturing,,no-pic,2022
wenbo_xiang,Wenbo Xiang,Xiang,60.0,1965.0,Male,China,Manufacturing,Manufacturing,,,2023
weng_xianding,Weng Xianding,Weng,63.0,1962.0,Male,China,Medical devices,Healthcare,,no-pic,2025
wenjun_dai,Wenjun Dai,Dai,54.0,1971.0,Male,China,Food,Food & Beverage,,no-pic,2023
wenrong_shen,Wenrong Shen,Shen,79.0,1946.0,Male,China,Steel production,Metals & Mining,,,2024
wenyuan_wei,Wei Wenyuan,Wei,68.0,1957.0,Male,China,investments,Investments,,no-pic,2011
werner_o_weber,Werner O. Weber,Weber,86.0,1939.0,Male,Switzerland,Electronic components,Manufacturing,,no-pic,2024
werner_voigt,Werner Voigt,Voigt,93.0,1932.0,Male,Brazil,industrial machinery,Manufacturing,,no-pic,2014
wesley_batista,Wesley Batista,Batista,52.0,1973.0,Male,Brazil,Beef packing,Food & Beverage,,no-pic,2025
wesley_edens,Wesley Edens,Edens,63.0,1962.0,Male,United States,Investments,Finance & Investments,,no-pic,2025
whitney_macmillan,Whitney MacMillan,MacMillan,93.0,1932.0,Male,United States,Cargill,Food and Beverage,,,2019
whitney_wolfe_herd,Whitney Wolfe Herd,Wolfe Herd,33.0,1992.0,Female,United States,dating app,Technology,"Founder, Bumble",no-pic-female,2021
wichai_thongtang,Wichai Thongtang,Thongtang,78.0,1947.0,Male,Thailand,"Healthcare, Investments",Finance & Investments,,,2025
wijono_hermanto_tanoko_1,Wijono & Hermanto Tanoko,Tanoko,,,Male,Indonesia,paints,Manufacturing,,no-pic,2022
wijono_tanoko,Wijono Tanoko,Tanoko,72.0,1953.0,Male,Indonesia,Paints,Manufacturing,,no-pic,2024
wilbur_ed_bosarge_jr,"Wilbur  'Ed' Bosarge, Jr.",Bosarge,83.0,1942.0,Male,United States,high speed trading,Finance & Investments,,no-pic,2022
wilbur_ross_jr,"Wilbur Ross, Jr.",Ross,85.0,1940.0,Male,United States,investments,Finance and Investments,,,2017
wilhelm_beier,Wilhelm Beier,Beier,69.0,1956.0,Male,Germany,Pharmaceuticals,Healthcare,,no-pic,2025
will_adderley,Will Adderley,Adderley,53.0,1972.0,Male,United Kingdom,Home furnishings,Fashion & Retail,,no-pic,2025
will_wei_cheng,Will Wei Cheng,Cheng,40.0,1985.0,Male,China,ride-hailing service,Service,"Founder and CEO, Didi Chuxing",no-pic,2021
willi_isolde_liebherr,Willi & Isolde Liebherr,Liebherr,,,,Switzerland,Construction,Construction & Engineering,,,2018
william_ackman,William Ackman,Ackman,59.0,1966.0,Male,United States,Hedge funds,Finance & Investments,"Founder, CEO, Pershing Square Capital Management, L.P.",,2025
william_belo,William Belo,Belo,80.0,1945.0,Male,Philippines,home improvement stores,Fashion & Retail,,no-pic,2024
william_berkley,William Berkley,Berkley,78.0,1947.0,Male,United States,Insurance,Finance & Investments,"Chairman, W. R. Berkley",,2025
william_boyd,William Boyd,Boyd,93.0,1932.0,Male,United States,"Casinos, banking",Gambling & Casinos,,no-pic,2025
william_connor_ii,William Connor II,Connor,73.0,1952.0,Male,United States,sourcing,Logistics,,,2012
william_conway_jr,"William Conway, Jr.",Conway,75.0,1950.0,Male,United States,Private equity,Finance & Investments,"Co-Chief Executive Officer and Co-founder, Carlyle Group",,2025
william_cook,William Cook,Cook,91.0,1934.0,Male,United States,medical devices,Health care,,,2011
william_ding,William Ding,Ding,53.0,1972.0,Male,China,Online games,Technology,,,2025
william_erbey,William Erbey,Erbey,73.0,1952.0,Male,United States,finance,Finance,,,2014
william_fisher,William Fisher,Fisher,68.0,1957.0,Male,United States,Gap,Fashion & Retail,"Director, Gap Inc.",,2025
william_foley_ii,"William Foley, II.",Foley,80.0,1945.0,Male,United States,Financial services,Finance & Investments,,no-pic,2025
william_ford_sr,"William Ford, Sr.",Ford,98.0,1927.0,Male,United States,Ford Motor Co,Manufacturing,,,2014
william_franke,William Franke,Franke,88.0,1937.0,Male,United States,Low-cost airlines,Diversified,,no-pic,2025
william_fung,William Fung,Fung,76.0,1949.0,Male,Hong Kong,Sourcing,Logistics,,,2025
william_goldring,William Goldring,Goldring,82.0,1943.0,Male,United States,Liquor,Food & Beverage,,no-pic,2025
william_heinecke,William Heinecke,Heinecke,76.0,1949.0,Male,Thailand,Hotels,Real Estate,,,2025
william_hilton,W. Barron Hilton,Hilton,95.0,1930.0,Male,United States,"hotels, casinos",Service,,,2011
william_hockey,William Hockey,Hockey,33.0,1992.0,Male,United States,fintech,Finance & Investments,"Cofounder, Plaid",no-pic,2022
william_kellogg,William Kellogg,Kellogg,79.0,1946.0,Male,United States,Kohl''s,Fashion and Retail,"Director and Member of Executive Committee, Kohl's",no-pic,2012
william_koch,William Koch,Koch,85.0,1940.0,Male,United States,"Oil, investments",Energy,,,2025
william_lauder,William Lauder,Lauder,65.0,1960.0,Male,United States,Estee Lauder,Fashion & Retail,,no-pic,2025
william_lei_ding,William Lei Ding,Ding,51.0,1974.0,Male,China,Online games,Technology,,no-pic,2023
william_li,William Li,Li,48.0,1977.0,Male,China,Electric vehicles,Automotive,,no-pic,2023
william_macaulay,William Macaulay,Macaulay,77.0,1948.0,Male,United States,energy investments,Energy,,,2019
william_macmillan,William MacMillan,MacMillan,71.0,1954.0,Male,United States,Cargill,Food & Beverage,,no-pic,2025
william_moncrief_jr,"William Moncrief, Jr.",Moncrief,103.0,1922.0,Male,United States,oil,Energy,,,2014
william_randolph_hearst,"William Randolph Hearst, III.",Hearst,73.0,1952.0,Male,United States,Hearst Corp,Media,,,2012
william_stone,William Stone,Stone,70.0,1955.0,Male,United States,Software,Technology,,,2025
william_teh_lee_pang,William Teh Lee Pang,William Teh,,,Male,Malaysia,Banking,Finance & Investments,,no-pic,2025
william_wrigley_jr,"William Wrigley, Jr.",Wrigley,61.0,1964.0,Male,United States,Chewing gum,Food & Beverage,"Chairman and CEO, Wrigley Management, Inc.",,2025
william_young,William Young,Young,84.0,1941.0,Male,United States,Plastics,Manufacturing,,no-pic,2025
willibert_krueger,Willibert Krueger,Krueger,82.0,1943.0,Male,Germany,food processing,Food and Beverage,,no-pic,2019
willis_johnson,Willis Johnson,Johnson,78.0,1947.0,Male,United States,Damaged cars,Automotive,,no-pic,2025
willy_michel,Willy Michel,Michel,78.0,1947.0,Male,Switzerland,Medical devices,Healthcare,,,2025
wilma_tisch,Wilma Tisch,Tisch,98.0,1927.0,Female,United States,Loews,Diversified,,,2025
wim_van_der_leegte,Wim van der Leegte,van der Leegte,77.0,1948.0,Male,Netherlands,Manufacturing,Manufacturing,,,2024
winarko_sulistyo,Winarko Sulistyo,Sulistyo,77.0,1948.0,Male,Indonesia,paper and pulp,Manufacturing,,no-pic,2022
winifred_j_marquart,Winifred J. Marquart,Marquart,66.0,1959.0,Female,United States,Cleaning products,Manufacturing,,no-pic-female,2025
wirastuty_fangiono,Wirastuty Fangiono,Fangiono,52.0,1973.0,Female,Indonesia,Palm oil,Manufacturing,,no-pic-female,2025
wolfgang_egger,Wolfgang Egger,Egger,57.0,1968.0,Male,Germany,real estate,Real Estate,,no-pic,2022
wolfgang_herz,Wolfgang Herz,Herz,74.0,1951.0,Male,Germany,Coffee,Fashion & Retail,,no-pic,2025
wolfgang_leitner,Wolfgang Leitner,Leitner,72.0,1953.0,Male,Austria,Engineering,Construction & Engineering,,,2025
wolfgang_marguerre,Wolfgang Marguerre,Marguerre,84.0,1941.0,Male,Germany,Pharmaceuticals,Healthcare,,,2025
wolfgang_reimann,Wolfgang Reimann,Reimann,72.0,1953.0,Male,Germany,Consumer goods,Fashion & Retail,,no-pic,2025
wong_chiu_yeung,Wong Chiu Yeung,Wong,56.0,1969.0,Male,China,real estate,Real Estate,,no-pic,2020
wong_chun_hong,Wong Chun Hong,Wong,68.0,1957.0,Male,United Kingdom,real estate,Real Estate,,no-pic,2019
wong_hei,Wong Hei,Wong,61.0,1964.0,Female,China,conglomerate,Diversified,,no-pic-female,2021
wong_hong_king,Wong Hong King,Wong,61.0,1964.0,Male,China,real estate,Real Estate,,no-pic,2021
wong_kwong_yu,Wong Kwong Yu,Wong,53.0,1972.0,Male,China,retail,Fashion & Retail,,,2021
wong_luen_hei,Wong Luen Hei,Wong,63.0,1962.0,Male,China,Building materials,Manufacturing,,,2025
wong_man_li,Wong Man Li,Wong,60.0,1965.0,Male,Hong Kong,Furniture,Manufacturing,,,2025
woods_staton,Woods Staton,Staton,73.0,1952.0,Male,Colombia,McDonald's restaurants,Food and Beverage,,,2013
wu_bo,Wu Bo,Wu,71.0,1954.0,Male,China,Machinery,Manufacturing,,no-pic,2025
wu_chaoqun,Wu Chaoqun,Wu,53.0,1972.0,Male,China,Chemicals,Manufacturing,,no-pic,2023
wu_chung_yi,Wu Chung-yi,Wu,70.0,1955.0,Male,Taiwan,Manufacturing,Manufacturing,,,2025
wu_daohong,Wu Daohong,Wu,57.0,1968.0,Male,China,energy services,Energy,,no-pic,2018
wu_eddie_yongming,Wu Eddie Yongming,Wu,48.0,1977.0,Male,China,e-commerce,Technology,,no-pic,2021
wu_gang,Wu Gang,Wu,46.0,1979.0,Male,China,money management,Finance and Investments,,no-pic,2016
wu_guangming,Wu Guangming,Wu,63.0,1962.0,Male,China,Medical equipment,Healthcare,,,2025
wu_guanjiang,Wu Guanjiang,Wu,56.0,1969.0,Male,China,Pharmaceuticals,Healthcare,,no-pic,2025
wu_jianbin,Wu Jianbin,Wu,45.0,1980.0,Male,China,auto parts,Manufacturing,,no-pic,2025
wu_jianshu,Wu Jianshu,Wu,61.0,1964.0,Male,Hong Kong,Auto parts,Automotive,,no-pic,2025
wu_junbao,Wu Junbao,Wu,57.0,1968.0,Male,China,education,Service,,no-pic,2021
wu_kai,Wu Kai,Wu,57.0,1968.0,Male,China,Batteries,Energy,,no-pic,2025
wu_kaiting,Wu Kaiting,Wu,55.0,1970.0,Male,Hong Kong,Electronics,Telecom,,no-pic,2025
wu_lanlan,Wu Lanlan,Wu,51.0,1974.0,Female,China,Packaging,Manufacturing,,no-pic-female,2025
wu_li_gann,Wu Li-gann,Wu,84.0,1941.0,Male,Taiwan,Electronic components,Manufacturing,,no-pic,2024
wu_peifu,Wu Peifu,Wu,61.0,1964.0,Male,China,plastic,Manufacturing,,no-pic,2022
wu_po_sum,Wu Po Sum,Wu,72.0,1953.0,Male,China,real estate,Real Estate,,no-pic,2021
wu_shaoxun,Wu Shaoxun,Wu,69.0,1956.0,Male,China,Wine,Food & Beverage,,no-pic,2025
wu_wei,Wu Wei,Wu,55.0,1970.0,Male,China,education,Service,,no-pic,2021
wu_xiangdong,Wu Xiangdong,Wu,56.0,1969.0,Male,China,Liquor,Food & Beverage,,no-pic,2025
wu_xiaoge,Wu Xiaoge,Wu,50.0,1975.0,Female,China,Battery components,Manufacturing,,no-pic-female,2023
wu_xiong,Wu Xiong,Wu,,,Male,China,infant formula,Food and Beverage,,no-pic,2014
wu_xu,Wu Xu,Wu,59.0,1966.0,Male,St. Kitts and Nevis,real estate,Real Estate,,no-pic,2020
wu_xubo,Wu Xubo,Wu,40.0,1985.0,Male,China,AI,Technology,,no-pic,2024
wu_xushun,Wu Xushun,Wu,77.0,1948.0,Male,China,Internet,Diversified,,no-pic,2025
wu_yajun,Wu Yajun,Wu,61.0,1964.0,Female,China,Real estate,Real Estate,,,2025
wu_yiling,Wu Yiling,Wu,75.0,1950.0,Male,China,Pharmaceuticals,Healthcare,,,2025
wu_ying,Wu Ying,Wu,59.0,1966.0,Male,China,Materials,Manufacturing,,no-pic,2023
wu_yingming,Wu Yingming,Wu,58.0,1967.0,Male,China,Batteries,Energy,,no-pic,2025
wu_yonghua,Wu Yonghua,Wu,54.0,1971.0,Male,China,Apparel,Fashion & Retail,,no-pic,2025
wu_yulan,Wu Yulan,Wu,55.0,1970.0,Female,China,Pharmaceuticals,Healthcare,,no-pic-female,2025
wu_zhenxing,Wu Zhenxing,Wu,53.0,1972.0,Male,China,soy sauce,Food & Beverage,,no-pic,2022
wu_zhigang,Wu Zhigang,Wu,90.0,1935.0,Male,China,Bakery chain,Food & Beverage,,no-pic,2025
wu_zhongyi,Wu Zhongyi,Wu,51.0,1974.0,Male,China,electronics,Technology,,no-pic,2025
xavier_niel,Xavier Niel,Niel,57.0,1968.0,Male,France,"Internet, telecom",Telecom,,,2025
xavier_rubiralta,Xavier Rubiralta,Rubiralta,46.0,1979.0,Male,Spain,Diagnostics,Healthcare,,no-pic,2025
xia_dinghu,Xia Dinghu,Xia,78.0,1947.0,Male,China,auto parts,Automotive,,no-pic,2017
xia_shudong,Xia Shudong,Xia,50.0,1975.0,Male,China,IT service,Technology,,no-pic,2021
xia_xinde,Xia Xinde,Xia,58.0,1967.0,Male,China,Batteries,Manufacturing,,no-pic,2023
xia_zhisheng,Xia Zhisheng,Xia,81.0,1944.0,Male,China,home appliances,Technology,,no-pic,2021
xia_zuoquan,Xia Zuoquan,Xia,63.0,1962.0,Male,China,"Automobiles, batteries",Automotive,,,2025
xiang_guangda,Xiang Guangda,Xiang,67.0,1958.0,Male,China,Metals,Metals & Mining,,no-pic,2025
xiang_guangming,Xiang Guangming,Xiang,61.0,1964.0,Male,China,Waste disposal,Manufacturing,,no-pic,2025
xiang_wenbo,Xiang Wenbo,Xiang,63.0,1962.0,Male,China,Manufacturing,Manufacturing,,,2025
xiao_chunhong,Xiao Chunhong,Xiao,55.0,1970.0,Male,China,real estate,Real Estate,,no-pic,2018
xiao_fen,Xiao Fen,Xiao,61.0,1964.0,Male,China,consumer electronics,Manufacturing,,no-pic,2015
xiao_guoqing,Xiao Guoqing,Xiao,54.0,1971.0,Male,China,education,Service,,no-pic,2021
xiao_hongxing,Xiao Hongxing,Xiao,58.0,1967.0,Male,China,manufacturing,Manufacturing,,no-pic,2025
xiao_wenge,Xiao Wenge,Xiao,56.0,1969.0,Male,China,entertainment,Media & Entertainment,,,2018
xiao_yongming,Xiao Yongming,Xiao,61.0,1964.0,Male,China,Fertilizer,Diversified,,no-pic,2025
xicheng_wang,Xicheng Wang,Wang,74.0,1951.0,Male,China,Tires,Manufacturing,,no-pic,2023
xie_bingkun,Xie Bingkun,Xie,58.0,1967.0,Male,China,Pearlescent pigments,Fashion & Retail,,no-pic,2025
xie_bingzheng,Xie Bingzheng,Xie,54.0,1971.0,Male,China,Apparel,Fashion & Retail,,no-pic,2023
xie_juhua,Xie Juhua,Xie,74.0,1951.0,Female,China,Pharmaceuticals,Healthcare,,no-pic-female,2025
xie_ketao,Xie Ketao,Xie,59.0,1966.0,Male,China,education,Service,,no-pic,2021
xie_liangzhi,Xie Liangzhi,Xie,59.0,1966.0,Male,China,Biotech,Healthcare,,no-pic,2025
xie_weitong,Xie Weitong,Xie,68.0,1957.0,Male,Taiwan,Cobalt,Metals & Mining,,no-pic,2025
xie_zhikun,Xie Zhikun,Xie,62.0,1963.0,Male,China,investments,Finance and Investments,,no-pic,2019
xinghai_zhang,Xinghai Zhang,Zhang,60.0,1965.0,Male,China,Machinery,Manufacturing,,no-pic,2023
xingjiang_gao,Xingjiang Gao,Gao,59.0,1966.0,Male,China,Steel,Manufacturing,,no-pic,2023
xiong_haitao,Xiong Haitao,Xiong,59.0,1966.0,Female,China,plastics/investment,Manufacturing,,no-pic-female,2021
xiong_jun,Xiong Jun,Xiong,49.0,1976.0,Male,China,pharmaceuticals,Healthcare,,no-pic,2022
xiong_shaoming,Xiong Shaoming,Xiong,52.0,1973.0,Male,China,e-cigarettes,Manufacturing,,no-pic,2022
xiong_wu,Xiong Wu,Xiong,49.0,1976.0,Male,China,Software,Technology,,no-pic,2025
xiong_xiaochuan,Xiong Xiaochuan,Xiong,57.0,1968.0,Male,China,Medical devices,Healthcare,,no-pic,2023
xiong_xuqiang,Xiong Xuqiang,Xiong,66.0,1959.0,Male,Hong Kong,real estate,Real Estate,,,2019
xiu_laigui,Xiu Laigui,Xiu,71.0,1954.0,Male,China,Pharmaceuticals,Healthcare,,,2025
xiu_li_hawken,Xiu Li Hawken,Hawken,60.0,1965.0,Female,United Kingdom,real estate,Real Estate,,,2014
xiuguo_tang,Xiuguo Tang,Tang,59.0,1966.0,Male,China,Manufacturing,Manufacturing,,,2023
xu_bingzhong,Xu Bingzhong,Xu,49.0,1976.0,Male,China,Bars,Food & Beverage,,no-pic,2023
xu_bo,Xu Bo,Xu,45.0,1980.0,Male,China,mobile games,Media & Entertainment,,no-pic,2019
xu_chuanhua,Xu Chuanhua,Xu,90.0,1935.0,Male,China,"Chemicals, logistics",Manufacturing,"Founder, Transfar Group",no-pic,2025
xu_gang,Xu Gang,Xu,62.0,1963.0,Male,China,Chemicals,Manufacturing,,no-pic,2024
xu_gaoming,Xu Gaoming,Xu,60.0,1965.0,Male,China,Gold and jewelry,Fashion & Retail,,no-pic,2025
xu_guangfu,Xu Guangfu,Xu,80.0,1945.0,Male,China,Daqo  Group,Energy,,no-pic,2021
xu_guifen,Xu Guifen,Xu,72.0,1953.0,Female,China,food,Food & Beverage,,no-pic-female,2021
xu_guozhong,Xu Guozhong,Xu,61.0,1964.0,Male,China,Motors,Manufacturing,,no-pic,2025
xu_hang,Xu Hang,Xu,63.0,1962.0,Male,Hong Kong,Medical devices,Healthcare,,no-pic,2025
xu_jiangnan,Xu Jiangnan,Xu,61.0,1964.0,Male,China,Vitamins,Healthcare,,no-pic,2023
xu_jin,Xu Jin,Xu,58.0,1967.0,Male,China,Wine,Food & Beverage,,no-pic,2023
xu_jinfu,Xu Jinfu,Xu,61.0,1964.0,Male,China,Chemicals,Manufacturing,,no-pic,2025
xu_jingren,Xu Jingren,Xu,78.0,1947.0,Male,China,pharmaceuticals,Healthcare,,,2021
xu_qiming,Xu Qiming,Xu,59.0,1966.0,Male,China,"food, art",Diversified,,,2020
xu_shaochun,Xu Shaochun,Xu,62.0,1963.0,Male,China,Software,Technology,,no-pic,2025
xu_shihui,Xu Shihui,Xu,67.0,1958.0,Male,China,"Snacks, beverages",Food & Beverage,,,2025
xu_shijun,Xu Shijun,Xu,60.0,1965.0,Male,China,Manufacturing,Manufacturing,,no-pic,2023
xu_shugen,Xu Shugen,Xu,60.0,1965.0,Male,China,"Construction, mining machinery",Manufacturing,,no-pic,2025
xu_wanmao,Xu Wanmao,Xu,80.0,1945.0,Male,China,Education,Service,,no-pic,2025
xu_xiong,Xu Xiong,Xu,51.0,1974.0,Male,China,driving schools,Service,,no-pic,2018
xu_xudong,Xu Xudong,Xu,55.0,1970.0,Male,China,Auto parts,Automotive,,no-pic,2025
xu_yi_2,Xu Yi,Xu,33.0,1992.0,Male,China,Internet,Media & Entertainment,,no-pic,2021
xu_yingzhuo,Xu Yingzhuo,Xu,57.0,1968.0,Male,China,Agribusiness,Food & Beverage,,no-pic,2025
xu_yuejuan,Xu Yuejuan,Xu,63.0,1962.0,Female,China,Petro Fibre,Manufacturing,,no-pic-female,2024
xu_zhenhua,Xu Zhenhua,Xu,46.0,1979.0,Male,China,Online games,Media & Entertainment,,no-pic,2025
xu_zhihan,Xu Zhihan,Xu,52.0,1973.0,Male,China,Electronics,Technology,,no-pic,2025
xu_ziquan,Xu Ziquan,Xu,64.0,1961.0,Male,China,software,Technology,,no-pic,2018
xuande_hua,Xuande Hua,Hua,79.0,1946.0,Male,China,Pharmaceuticals,Healthcare,,no-pic,2023
xue_hua,Xue Hua,Xue,,,Male,China,Agribusiness,Manufacturing,,no-pic,2025
xue_jiping,Xue Jiping,Xue,74.0,1951.0,Male,China,Cable,Telecom,,no-pic,2025
xue_min,Xue Min,Xue,68.0,1957.0,Male,China,Healthcare,Healthcare,,no-pic,2025
xue_xiangdong,Xue Xiangdong,Xue,66.0,1959.0,Male,China,Software,Technology,,,2025
xuechu_he,He Xuechu,He,60.0,1965.0,Male,Hong Kong,mining,Metals & Mining,,,2011
xuejing_liu,Xuejing Liu,Liu,72.0,1953.0,Male,China,"copper, poultry",Diversified,,no-pic,2022
xuhui_li,Xuhui Li,Li,54.0,1971.0,Female,China,Soy sauce,Food & Beverage,,no-pic-female,2023
yadu_hari_dalmia,Yadu Hari Dalmia,Dalmia,78.0,1947.0,Male,India,Cement,Manufacturing,,no-pic,2025
yakir_gabay,Yakir Gabay,Gabay,59.0,1966.0,Male,Cyprus,Real estate,Real Estate,,no-pic,2025
yan_jane,Yan Jane,Yan,53.0,1972.0,Female,China,Software,Technology,,no-pic-female,2023
yan_junxu,Yan Junxu,Yan,53.0,1972.0,Male,China,Manufacturing,Manufacturing,,no-pic,2023
yan_yude,Yan Yude,Yan,62.0,1963.0,Male,China,private schools,Service,,no-pic,2019
yan_zhi,Yan Zhi,Yan,53.0,1972.0,Male,China,Real estate,Real Estate,,,2025
yang_erzhu,Yang Erzhu,Yang,72.0,1953.0,Male,China,real estate,Real Estate,,no-pic,2022
yang_huiyan,Yang Huiyan,Yang,43.0,1982.0,Female,China,Real estate,Real Estate,,,2025
yang_jian,Yang Jian,Yang,51.0,1974.0,Male,China,real estate,Real Estate,,no-pic,2022
yang_jianliang,Yang Jianliang,Yang,53.0,1972.0,Male,China,Machinery,Manufacturing,,no-pic,2023
yang_jianxin,Yang Jianxin,Yang,53.0,1972.0,Male,China,apparel,Technology,,no-pic,2018
yang_kai,Yang Kai,Yang,66.0,1959.0,Male,China,dairy products,Food and Beverage,,,2017
yang_keng,Yang Keng,Yang,62.0,1963.0,Male,China,real estate,Real Estate,,,2021
yang_lijuan,Yang Lijuan,Yang,45.0,1980.0,Female,China,restaurants,Food & Beverage,,no-pic-female,2021
yang_meirong,Yang Meirong,Yang,,,Female,China,education,Service,,no-pic-female,2018
yang_qiumei,Yang Qiumei,Yang,60.0,1965.0,Female,Hong Kong,Software,Technology,,no-pic-female,2025
yang_shaopeng,Yang Shaopeng,Yang,67.0,1958.0,Male,China,Shipping,Logistics,,no-pic,2025
yang_tingdong,Yang Tingdong,Yang,65.0,1960.0,Male,China,Brewery,Food & Beverage,,no-pic,2024
yang_weidong_1,Yang Weidong,Yang,56.0,1969.0,Male,China,Chemicals,Manufacturing,,no-pic,2025
yang_xian,Xian Yang,Xian,49.0,1976.0,Male,China,coal,Energy,,no-pic,2011
yang_xuegang,Yang Xuegang,Yang,60.0,1965.0,Male,China,Coking,Manufacturing,,no-pic,2025
yang_ying,Yang Ying,Yang,62.0,1963.0,Female,China,pharmaceuticals,Healthcare,,no-pic-female,2025
yang_yuanqing,Yang Yuanqing,Yang,60.0,1965.0,Male,China,computers,Technology,,,2025
yang_yuanxi,Yang Yuanxi,Yang,,,Male,China,video streaming app,Media & Entertainment,,no-pic,2021
yang_yunyun,Yang Yunyun,Yang,46.0,1979.0,Female,China,Retail,Fashion & Retail,,no-pic-female,2023
yang_zhimao,Yang Zhimao,Yang,60.0,1965.0,Male,China,"utilities, real estate",Diversified,,no-pic,2017
yanqiao_ye,Yanqiao Ye,Ye,53.0,1972.0,Male,China,Soy sauce,Food & Beverage,,no-pic,2023
yao_hsiao_tung,Yao Hsiao Tung,Yao,85.0,1940.0,Male,Singapore,Manufacturing,Manufacturing,,,2025
yao_jinbo,Yao Jinbo,Yao,47.0,1978.0,Male,China,online marketplace,Technology,,,2019
yao_juhuo,Yao Juhuo,Yao,92.0,1933.0,Male,China,Coal,Energy,,no-pic,2010
yao_kuizhang,Yao Kuizhang,Yao,60.0,1965.0,Male,China,Beverages,Food & Beverage,,no-pic,2025
yao_liangbo,Yao Liangbo,Yao,54.0,1971.0,Male,China,furniture retailing,Fashion & Retail,,no-pic,2022
yao_liangsong,Yao Liangsong,Yao,60.0,1965.0,Male,China,Furniture,Manufacturing,,no-pic,2025
yao_lisheng,Yao Lisheng,Yao,53.0,1972.0,Male,China,electronics,Technology,,no-pic,2021
yao_runhao,Yao Runhao,Yao,37.0,1988.0,Male,China,Online games,Media & Entertainment,,no-pic,2025
yao_wenbin,Yao Wenbin,Yao,52.0,1973.0,Male,China,software,Technology,,no-pic,2014
yao_xinyi,Yao Xinyi,Yao,58.0,1967.0,Male,China,air conditioning,Diversified,,,2018
yao_zhenhua,Yao Zhenhua,Yao,53.0,1972.0,Male,China,conglomerate,Diversified,"Chairman, Baoneng Group",,2021
yasseen_mansour,Yasseen Mansour,Mansour,63.0,1962.0,Male,Egypt,Diversified,Diversified,,,2025
yasuhide_uno,Yasuhide Uno,Uno,61.0,1964.0,Male,Japan,Payment services,Technology,,no-pic,2025
yasuhiro_fukushima,Yasuhiro Fukushima,Fukushima,77.0,1948.0,Male,Japan,Video games,Media & Entertainment,,,2025
yasuhisa_ito,Yasuhisa Ito,Ito,,,Male,Japan,Retail,Fashion & Retail,,no-pic,2025
yasumitsu_shigeta,Yasumitsu Shigeta,Shigeta,60.0,1965.0,Male,Japan,Mobile phone retailer,Telecom,,,2025
ye_cheng,Ye Cheng,Ye,61.0,1964.0,Male,China,conglomerate,Diversified,,no-pic,2021
ye_chenghai,Ye Chenghai,Ye,81.0,1944.0,Male,Hong Kong,Pharmaceuticals,Healthcare,,,2025
ye_fan,Ye Fan,Ye,52.0,1973.0,Male,China,Auto dealerships,Automotive,,no-pic,2023
ye_guofu,Ye Guofu,Ye,47.0,1978.0,Male,China,Retail,Fashion & Retail,,no-pic,2025
ye_qiongjiu,Ye Qiongjiu,Ye,70.0,1955.0,Female,China,Software,Technology,,no-pic-female,2025
ye_shanqun,Ye Shanqun,Ye,76.0,1949.0,Male,China,manufactured goods,Manufacturing,,no-pic,2025
ye_xiaoping,Ye Xiaoping,Ye,62.0,1963.0,Male,China,Pharmaceuticals,Healthcare,,no-pic,2025
ye_yuanxi,Ye Yuanxi,Ye,60.0,1965.0,Male,China,decorations,Service,,,2013
yeh_kuo_i,Yeh Kuo-I,Yeh,84.0,1941.0,Male,Taiwan,Manufacturing,Manufacturing,,no-pic,2025
yeoh_tiong_lay,Yeoh Tiong Lay,Yeoh,93.0,1932.0,Male,Malaysia,"construction, property, power",Diversified,,,2017
yeung_kin_man,Yeung Kin-man,Yeung,61.0,1964.0,Male,Hong Kong,Electronics,Manufacturing,,,2025
yi_dasheng,Yi Dasheng,Yi,64.0,1961.0,Male,China,Conglomerate,Diversified,,no-pic,2025
yi_rubo,Yi Rubo,Yi,46.0,1979.0,Male,China,real estate,Real Estate,,no-pic,2020
yi_xianzhong,Yi Xianzhong,Yi,66.0,1959.0,Male,China,Pharmaceuticals,Healthcare,,,2024
yi_zheng,Yi Zheng,Yi,54.0,1971.0,Male,China,Software,Technology,,no-pic,2025
yigal_dimri,Yigal Dimri,Dimri,,,Male,Israel,Construction,Construction & Engineering,,no-pic,2025
yildirim_ali_koc,Yildirim Ali Koc,Koc,56.0,1969.0,Male,Turkey,diversified,Diversified,,,2013
yin_xin,Yin Xin,Yin,38.0,1987.0,Male,China,video streaming app,Media & Entertainment,,no-pic,2021
