person,self_made_type,birth_date,city,state,marital_status,number_of_children,birth_country,self_made_score,birth_city,birth_state,philanthropy_score
steve_lavin,inherited and growing,1955-07-27,Chicago,Illinois,,,,3.0,,,
steve_wynn,self-made,1942-01-27,Palm Beach,Florida,Married,2.0,United States,8.0,New Haven,Connecticut,1.0
steven_hao,self-made,1996-01-01,San Francisco,California,,,,,,,
steven_klinsky,self-made,1956-05-30,New York,New York,,,United States,7.0,Southland,Michigan,
steven_rales,self-made,1951-03-31,Santa Barbara,California,Married,3.0,,7.0,,,2.0
steven_sarowitz,self-made,1965-11-07,Highland Park,Illinois,Married,,,8.0,,,2.0
steven_schonfeld,self-made,1959-07-03,Old Westbury,New York,Married,3.0,United States,,Long Island,,
steven_spielberg,self-made,1946-12-18,Pacific Palisades,California,Married,7.0,United States,8.0,"Cincinnati, OH",Ohio,2.0
steven_tisch,inherited,1949-02-14,Beverly Hills,California,,5.0,,,,,
steven_udvar_hazy,self-made,1946-02-23,Westlake,Texas,Married,4.0,Hungary,9.0,,,2.0
steven_witkoff,self-made,1957-03-15,Miami,Florida,Married,2.0,United States,,New York,New York,
stewart_butterfield,self-made,1973-03-21,Aspen,Colorado,Married,1.0,,,,,
stewart_horejsi,self-made,1937-09-19,Phoenix,Arizona,Divorced,2.0,United States,8.0,,Kansas,2.0
stewart_rahr,inherited and growing,1946-02-18,New York,New York,Divorced,2.0,,5.0,,,3.0
stewart_resnick,self-made,1936-12-24,Beverly Hills,California,Married,5.0,,8.0,,,4.0
stuart_miller,inherited and growing,1957-08-08,Miami,Florida,,,,,,,
sualeh_asif,self-made,2000-01-24,San Francisco,California,,,,,,,
sue_gross,inherited,1950-02-17,Laguna Beach,California,Divorced,1.0,,,,,
sundar_pichai,self-made,1972-06-10,Los Altos Hills,California,Married,2.0,India,,,,
surya_midha,self-made,2003-06-03,San Francisco,California,Single,,United States,,Mountain View,California,
susan_alfond,inherited,1945-07-19,Scarborough,Maine,,3.0,,1.0,,,1.0
susan_ocampo,self-made,1958-02-01,Honolulu,Hawaii,Widowed,3.0,,8.0,,,
t_denny_sanford,self-made,1935-12-23,Sioux Falls,South Dakota,Divorced,2.0,,9.0,,,5.0
tamara_gustavson,inherited,1961-11-16,Lexington,Kentucky,Married,2.0,,2.0,,,1.0
tarek_mansour,self-made,1996-05-07,New York,New York,Single,,United States,,Los Angeles,California,
taylor_swift,self-made,1989-12-13,,,In Relationship,,United States,8.0,Wyomissing,Pennsylvania,
ted_alfond,inherited,1944-08-19,Weston,Massachusetts,Married,3.0,,1.0,,,1.0
ted_turner,inherited and growing,1938-11-19,Atlanta,Georgia,Divorced,5.0,,5.0,,,5.0
tench_coxe,self-made,1958-01-14,Palo Alto,California,Married,3.0,,8.0,,,
terrence_pegula,self-made,1951-03-27,Boca Raton,Florida,Married,5.0,United States,9.0,Carbondale,Pennsylvania,2.0
terry_leprino,inherited and growing,1960-03-15,Denver,Colorado,,,,,,,
terry_taylor,self-made,1951-04-01,Palm Beach,Florida,,,,,,,
thai_lee,self-made,1958-11-27,Austin,Texas,Divorced,2.0,Thailand,9.0,,,1.0
theodore_leonsis,self-made,1956-01-08,Potomac,Maryland,Married,2.0,,9.0,,,1.0
theresia_gouw,self-made,1968-03-19,Palo Alto,California,,2.0,Indonesia,9.0,Jakarta,,
thierry_cruanes,self-made,1967-06-23,San Mateo,California,Married,2.0,France,,,,
thomas_bailey,self-made,1937-01-01,Aspen,Colorado,Divorced,2.0,,,,,
thomas_crowley_jr,inherited and growing,1967-01-01,Ponte Vedra Beach,Florida,,,United States,,,,
thomas_duff,self-made,1956-12-31,Hattiesburg,Mississippi,Divorced,2.0,,7.0,,,1.0
thomas_dundon,self-made,1971-09-05,Dallas,Texas,,5.0,United States,8.0,New York,,
thomas_frist_jr,self-made,1938-08-12,Nashville,Tennessee,Married,3.0,,7.0,,,2.0
thomas_hagen,inherited,1936-01-01,Erie,Pennsylvania,Widowed,2.0,,2.0,,,2.0
thomas_james,inherited and growing,1942-05-10,Saint Petersburg,Florida,Married,2.0,,,,,
thomas_mueller,self-made,1961-03-11,Los Angeles,California,,,,,,,
thomas_peterffy,self-made,1944-09-30,Palm Beach,Florida,Divorced,3.0,Hungary,10.0,Budapest,,1.0
thomas_powell,self-made,1940-07-01,Giddings,Texas,,,,,,,
thomas_pritzker,inherited and growing,1950-06-06,Chicago,Illinois,Married,3.0,,4.0,,,2.0
thomas_secunda,self-made,1954-06-23,Croton-on-Hudson,New York,Married,2.0,,8.0,,,2.0
thomas_siebel,self-made,1952-11-22,Woodside,California,Married,4.0,United States,8.0,Chicago,,4.0
thomas_steyer,self-made,1957-06-27,San Francisco,California,Separated,4.0,United States,8.0,Manhattan,New York,
thomas_tull,self-made,1970-06-11,Pittsburgh,Pennsylvania,Married,,,9.0,,,1.0
tianqiao_chen,self-made,1973-05-16,Atherton,California,Married,2.0,China,,,,
tiger_woods,self-made,1975-12-30,Jupiter Island,Florida,,,United States,,Cypress,California,
tilman_fertitta,self-made,1957-06-25,Houston,Texas,Married,4.0,United States,9.0,,,2.0
tim_cook,self-made,1960-11-01,Cupertino,California,,,United States,,Robertsdale,Alabama,
tim_draper,inherited and growing,1958-06-11,Atherton,California,Married,3.0,,,,,
tim_sweeney,self-made,1970-12-13,Cary,North Carolina,,,United States,8.0,,Maryland,1.0
timothy_boyle,self-made,1949-09-07,Portland,Oregon,Married,2.0,,5.0,,,1.0
timothy_dunn,self-made,1955-12-18,Midland,Texas,Married,6.0,United States,,Big Spring,Texas,
timothy_headington,inherited and growing,1950-04-24,Dallas,Texas,Single,,,5.0,,,
timothy_springer,self-made,1948-02-23,Chestnut Hill,Massachusetts,Married,,,8.0,,,1.0
toby_neugebauer,self-made,1971-12-01,Dallas,Texas,Married,2.0,United States,,,,
todd_boehly,self-made,1973-09-20,Miami,Florida,Married,3.0,,7.0,,,2.0
todd_christopher,self-made,1962-10-08,Clearwater,Florida,Married,,United States,9.0,Rochester,,1.0
todd_graves,self-made,1972-02-20,Baton Rouge,Louisiana,Married,2.0,,8.0,,,2.0
todd_park,self-made,1973-01-01,Los Altos Hills,California,,,,,,,
todd_wagner,self-made,1960-08-02,Dallas,Texas,Married,1.0,,,,,
todd_wanek,inherited and growing,1964-03-16,St. Petersburg,Florida,Married,2.0,,4.0,,,2.0
tom_brown,self-made,1987-04-01,San Francisco,California,,,,,,,
tom_ford_1,self-made,1961-08-27,Los Angeles,California,Widowed,1.0,United States,,Austin,Texas,
tom_golisano,self-made,1941-11-14,Naples,Florida,Married,2.0,,9.0,,,3.0
tom_gores,self-made,1964-07-31,Beverly Hills,California,Married,3.0,Israel,9.0,,,1.0
tom_preston_werner,self-made,1979-10-28,San Francisco ,California,Married,,,,,,
tom_werner_1,self-made,1950-04-12,Los Angeles,California,,,,,,,
tony_tamer,self-made,1957-10-12,New York,New York,Married,4.0,,8.0,,,
tony_townley,self-made,1962-05-01,Bogart,Georgia,Married,4.0,,,,,
tony_xu,self-made,1984-09-20,San Francisco,California,Married,,China,9.0,,,
tope_awotona,self-made,1981-04-22,Atlanta,Georgia,Married,,Nigeria,10.0,Lagos,,
trae_stephens,self-made,1983-11-17,San Francisco,California,,,,,,,
travis_boersma,self-made,1971-01-01,Grants Pass,Oregon,,,United States,9.0,,,1.0
travis_kalanick,self-made,1976-08-06,Austin,Texas,Single,,United States,8.0,Los Angeles,California,1.0
trevor_burgess,self-made,1972-10-01,Saint Petersburg,Florida,,,,10.0,,,
trevor_rees_jones,self-made,1951-08-12,Dallas,Texas,Married,2.0,,7.0,,,4.0
trudy_cathy_white,inherited,1955-12-17,Hampton,Georgia,Married,4.0,,2.0,,,1.0
ty_warner,self-made,1944-09-03,Oak Brook,Illinois,Single,,United States,10.0,Chicago,Illinois,2.0
tyler_perry,self-made,1969-09-13,Atlanta,Georgia,In Relationship,1.0,United States,10.0,"New Orleans, LA",Louisiana,
tyler_winklevoss,self-made,1981-08-21,New York,New York,,,,7.0,,,1.0
valerie_mars,inherited,1959-01-26,New York,New York,Married,2.0,,2.0,,,
vasily_shikin,self-made,1985-04-15,San Francisco,California,,,,,,,
victoria_mars,inherited,1956-12-15,Philadelphia ,Pennsylvania,Married,4.0,United States,2.0,,,
vincent_mcmahon,self-made,1945-08-24,Greenwich,Connecticut,Married,2.0,,5.0,,,1.0
vincent_viola,self-made,1956-02-12,New York,New York,Married,3.0,United States,9.0,New York,New York,2.0
vinod_khosla,self-made,1955-01-28,Portola Valley,California,Married,4.0,India,8.0,Pune,,2.0
vivek_ramaswamy,self-made,1985-09-01,Columbus,Ohio,Married,,United States,,,Ohio,
vlad_tenev,self-made,1987-02-13,Palo Alto,California,Married,1.0,Bulgaria,8.0,,,1.0
walter_kortschak,self-made,1959-05-01,Aspen,Colorado,,,Canada,,,,
walter_wang_1,inherited and growing,1965-01-01,Los Angeles,California,Married,3.0,Taiwan,4.0,Taipei,,2.0
warren_buffett,self-made,1930-08-30,Omaha,Nebraska,"Widowed, Remarried",3.0,United States,8.0,,,5.0
warren_kanders,self-made,1957-11-01,Palm Beach,Florida,Married,,United States,,,,
warren_stephens,inherited and growing,1957-02-18,Little Rock,Arkansas,Married,3.0,,4.0,,,1.0
wayne_rothbaum,self-made,1968-02-17,Delray Beach,Florida,Married,3.0,,9.0,,,
weili_dai,self-made,1961-09-14,Las Vegas,Nevada,Widowed,2.0,China,8.0,Shanghai,Shanghai,
wendy_abrams,inherited and growing,1964-12-01,Libertyville,Illinois,,,,,,,
wesley_edens,self-made,1961-10-31,New York,New York,Married,4.0,,8.0,,,
william_ackman,self-made,1966-05-11,New York,New York,Married,3.0,United States,7.0,,New York,2.0
william_berkley,self-made,1946-09-01,Coconut Grove,Florida,Married,3.0,,8.0,,,1.0
william_boyd,self-made,1931-11-04,Las Vegas,Nevada,Divorced,3.0,,,,,
william_chisholm,self-made,1969-01-01,Atherton,California,Married,3.0,United States,,,,
william_conway_jr,self-made,1949-08-27,McLean,Virginia,Married,1.0,,8.0,,,4.0
william_fisher,inherited,1957-04-01,San Francisco,California,Married,3.0,United States,2.0,,,
william_foley_ii,self-made,1944-12-29,Las Vegas,Nevada,Married,,United States,,Austin,Texas,
william_franke,self-made,1937-04-15,Houston,Texas,Married,5.0,United States,,Bryan,Texas,
william_goldring,inherited and growing,1943-01-24,New Orleans,Louisiana,,3.0,United States,5.0,New Orleans,Louisiana,1.0
william_hockey,self-made,1989-09-21,San Francisco,California,,,,,,,
william_koch,inherited and growing,1940-05-03,Palm Beach,Florida,Married,6.0,,3.0,,,
william_lauder,inherited and growing,1960-04-11,New York,New York,Divorced,,United States,4.0,,,1.0
william_macmillan,inherited,1954-05-25,Englewood,Colorado,,,,1.0,,,
william_stone,self-made,1955-04-09,East Lyme,Connecticut,Married,3.0,United States,8.0,,Indiana,2.0
william_wrigley_jr,inherited and growing,1963-11-01,North Palm Beach,Florida,Divorced,4.0,,3.0,,,1.0
william_young,self-made,1941-01-01,Ypsilanti,Michigan,Married,4.0,United States,8.0,,Michigan,1.0
willis_johnson,self-made,1947-05-26,Franklin,Tennessee,Married,2.0,United States,,Clinton,Oklahoma,
wilma_tisch,inherited,1927-06-25,New York,New York,Widowed,4.0,,,,,
winifred_j_marquart,inherited,1959-04-06,Virginia Beach,Virginia,Married,4.0,,2.0,,,2.0
yuri_milner,self-made,1961-11-11,Los Altos,California,Married,3.0,Russia,,,,
zachary_stern,inherited,1982-01-09,Jackson,Wyoming,Married,1.0,,,,,
